Year,Report ID,Country,License,Commodity Type Overview,Commodity_type,Title / Project type,Project Name / concession layer,Project_ID,Project_Uri,Company_Name,Company_ID,Company share of project,IsOperator,Production Year,Production_volume,Production_unit,Price from EITI Report,Unit,Payment received by government (US$),Payment by company (US$),Company,Currency,Data,Company,Value
#year,#eitiSrouce,#country,#license,#project+commodityType,#project+commodityDetails,,#project,#project+identifier,#project+url,#project+company,#project+company+identifier,#project+company+share,#project+company+isOperator,#project+production+year,#project+production+volume,#project+production+unit,#project+production+price,#project+production+priceUnit,#governmentReceipt,#companyPayment,#companyPayment+country,#companyPayment+currency,#companyPayment+date,#companyPayment+company,#companyPayment+value
2010,,Indonesia,,Oil & Gas,Oil,,"Jambi Merang Block, Ons. Jambi",,,JOB Pertamina - Talisman Jambi Merang,,,,2010,"24,418",barrels,Not given,,,,Indonesia,USD,2010,JOB Pertamina - Talisman Jambi Merang,0
2010,,Indonesia,,Oil & Gas,Gas,,"Jambi Merang Block, Ons. Jambi",,,PT PHE Jambi Merang,,,,2010,"1,678,044",MSCF,Not given,,,,Indonesia,USD,2010,PT PHE Jambi Merang,0
2010,,Indonesia,,Oil & Gas,,,"Jambi Merang Block, Ons. Jambi",,,Talisman (Jambi Merang) Limited,,,,2010,,,,,,,Indonesia,USD,2010,Talisman (Jambi Merang) Limited,0
2010,,Indonesia,,Oil & Gas,,,"Jambi Merang Block, Ons. Jambi",,,Pacific Oil & Gas (Jami Merang) Limited,,,,2010,,,,,,,Indonesia,USD,2010,Pacific Oil & Gas (Jami Merang) Limited,0
2010,,Indonesia,,Oil & Gas,Oil,,"West Madura, Off. East Java",,,JOA Pertamina Kodeco,,,,2010,"3,707,980",barrels,Not given,,"228,964,000","228,964,000",Indonesia,USD,2010,JOA Pertamina Kodeco,"228,964,000"
2010,,Indonesia,,Oil & Gas,Gas,,"West Madura, Off. East Java",,,PT PHE Madura,,,,2010,"30,182,148",MSCF,Not given,,"234,191,000","234,191,000",Indonesia,USD,2010,PT PHE Madura,"234,191,000"
2010,,Indonesia,,Oil & Gas,,,"West Madura, Off. East Java",,,CNOOC Madura Ltd,,,,2010,,,,,"28,684,000","28,684,000",Indonesia,USD,2010,CNOOC Madura Ltd,"28,684,000"
2010,,Indonesia,,Oil & Gas,Oil,,"Tengah Block, Off. East Kal.",,,JOA Total E&P Indonesi,,,,2010,"861,849",barrels,Not given,,"18,835,000","18,835,000",Indonesia,USD,2010,JOA Total E&P Indonesi,"18,835,000"
2010,,Indonesia,,Oil & Gas,,,"Tengah Block, Off. East Kal.",,,PT PHE Tengah Area,,,,2010,,,,,"9,453,000","14,874,000",Indonesia,USD,2010,PT PHE Tengah Area,"14,874,000"
2010,,Indonesia,,Oil & Gas,,,"Tengah Block, Off. East Kal.",,,Inpex Tengah,,,,2010,,,,,"1,986,000","1,986,000",Indonesia,USD,2010,Inpex Tengah,"1,986,000"
2010,,Indonesia,,Oil & Gas,,,"Tengah Block, Off. East Kal.",,,Pertamina JOA Tengah,,,,2010,,,,,,,Indonesia,USD,2010,Pertamina JOA Tengah,0
2010,,Indonesia,,Oil & Gas,,,"Tengah Block, Off. East Kal.",,,Indonesia Participant,,,,2010,,,,,,,Indonesia,USD,2010,Indonesia Participant,0
2010,,Indonesia,,Oil & Gas,,,West Kampar Block,,,PT Sumatera Persada Energy,,,,2010,,,,,,,Indonesia,USD,2010,PT Sumatera Persada Energy,0
2010,,Indonesia,,Oil & Gas,Oil,,Rokan,,,PT Chevron Pacific Indonesia,,,,2010,"129,168,587",barrels,Not given,,"10,123,339,000","10,111,111,000",Indonesia,USD,2010,PT Chevron Pacific Indonesia,"10,111,111,000"
2010,,Indonesia,,Oil & Gas,Oil,,East Kalimantan,,,Chevron Indonesia Company,,,,2010,"9,107,187",barrels,Not given,,"742,277,000","742,277,000",Indonesia,USD,2010,Chevron Indonesia Company,"742,277,000"
2010,,Indonesia,,Oil & Gas,Gas,,East Kalimantan,,,Inpex Offshore North Mahakam Ltd,,,,2010,"41,511,452",MSCF,Not given,,"9,509,000","9,509,000",Indonesia,USD,2010,Inpex Offshore North Mahakam Ltd,"9,509,000"
2010,,Indonesia,,Oil & Gas,Oil,,Makassar Strait,,,Chevron Makassar Ltd.,,,,2010,"1,349,528",barrels,Not given,,"116,220,000","116,220,000",Indonesia,USD,2010,Chevron Makassar Ltd.,"116,220,000"
2010,,Indonesia,,Oil & Gas,Gas,,Makassar Strait,,,PT PHE Makassar Strait,,,,2010,"5,727,741",MSCF,Not given,,"4,279,000","4,279,000",Indonesia,USD,2010,PT PHE Makassar Strait,"4,279,000"
2010,,Indonesia,,Oil & Gas,,,Makassar Strait,,,Tiptop Makassar Ltd,,,,2010,,,,,"1,605,000","1,605,000",Indonesia,USD,2010,Tiptop Makassar Ltd,"1,605,000"
2010,,Indonesia,,Oil & Gas,Oil,,Siak,,,Chevron Siak Inc.,,,,2010,"841,000",barrels,Not given,,"62,920,000","62,920,000",Indonesia,USD,2010,Chevron Siak Inc.,"62,920,000"
2010,,Indonesia,,Oil & Gas,,,MFK,,,Chevron Mountain Front Kuantan Inc.,,,,2010,,,,,,,Indonesia,USD,2010,Chevron Mountain Front Kuantan Inc.,0
2010,,Indonesia,,Oil & Gas,,,MFK,,,PT PHE MFK,,,,2010,,,,,"26,000","26,000",Indonesia,USD,2010,PT PHE MFK,"26,000"
2010,,Indonesia,,Oil & Gas,Oil,,Mahakam,,,Total E&P Indonesie,,,,2010,"30,873,874",barrels,Not given,,"6,275,987,000","6,275,987,000",Indonesia,USD,2010,Total E&P Indonesie,"6,275,987,000"
2010,,Indonesia,,Oil & Gas,Gas,,Mahakam,,,Inpex Corporation,,,,2010,"743,586,738",MSCF,Not given,,"2,458,388,000","2,458,388,000",Indonesia,USD,2010,Inpex Corporation,"2,458,388,000"
2010,,Indonesia,,Oil & Gas,Oil,,South Natuna Sea B,,,ConocoPhillips Indonesia Inc. Ltd.,,,,2010,"18,692,290",barrels,Not given,,"1,788,847,000","1,757,193,000",Indonesia,USD,2010,ConocoPhillips Indonesia Inc. Ltd.,"1,757,193,000"
2010,,Indonesia,,Oil & Gas,Gas,,South Natuna Sea B,,,Chevron South Natuna B Inc,,,,2010,"134,863,523",MSCF,Not given,,"119,885,000","119,885,000",Indonesia,USD,2010,Chevron South Natuna B Inc,"119,885,000"
2010,,Indonesia,,Oil & Gas,,,South Natuna Sea B,,,Inpex Natuna Ltd,,,,2010,,,,,"152,738,000","152,738,000",Indonesia,USD,2010,Inpex Natuna Ltd,"152,738,000"
2010,,Indonesia,,Oil & Gas,,,South Natuna Sea B,,,Belida International Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Belida International Ltd,0
2010,,Indonesia,,Oil & Gas,Oil,,Corridor,,,ConocoPhillips (Grissik) Ltd.,,,,2010,"3,685,901",barrels,Not given,,"1,892,648,000","1,889,485,000",Indonesia,USD,2010,ConocoPhillips (Grissik) Ltd.,"1,889,485,000"
2010,,Indonesia,,Oil & Gas,Gas,,Corridor,,,Talisman Energi,,,,2010,"330,382,664",MSCF,Not given,,"324,945,000","324,945,000",Indonesia,USD,2010,Talisman Energi,"324,945,000"
2010,,Indonesia,,Oil & Gas,,,Corridor,,,Pertamina EP,,,,2010,,,,,"83,989,000","83,989,000",Indonesia,USD,2010,Pertamina EP,"83,989,000"
2010,,Indonesia,,Oil & Gas,Oil,,South Jambi B,,,ConocoPhillips (South Jambi) Ltd.,,,,2010,"6,195",barrels,Not given,,"237,000","237,000",Indonesia,USD,2010,ConocoPhillips (South Jambi) Ltd.,"237,000"
2010,,Indonesia,,Oil & Gas,Gas,,South Jambi B,,,PT PHE South Jambi,,,,2010,"179,913",barrels,Not given,,"16,000","16,000",Indonesia,USD,2010,PT PHE South Jambi,"16,000"
2010,,Indonesia,,Oil & Gas,,,South Jambi B,,,Petrochina,,,,2010,,,,,,,Indonesia,USD,2010,Petrochina,0
2010,,Indonesia,,Oil & Gas,,,South Jambi B,,,Pertamina,,,,2010,,,,,,,Indonesia,USD,2010,Pertamina,0
2010,,Indonesia,,Oil & Gas,Oil,,Indonesia (Nation-wide),,,PT Pertamina EP,,,,2010,"45,022,856",barrels,Not given,,"2,650,065,000","2,651,927,000",Indonesia,USD,2010,PT Pertamina EP,"2,651,927,000"
2010,,Indonesia,,Oil & Gas,Gas,,Indonesia (Nation-wide),,,Koperasi Energi Indonesia,,,,2010,"298,852,086",MSCF,Not given,,,,Indonesia,USD,2010,Koperasi Energi Indonesia,0
2010,,Indonesia,,Oil & Gas,Oil,,Sanga-Sanga,,,Virginia Indonesia Co.,,,,2010,"5,733,223",barrels,Not given,,"851,779,000","851,779,000",Indonesia,USD,2010,Virginia Indonesia Co.,"851,779,000"
2010,,Indonesia,,Oil & Gas,Gas,,Sanga-Sanga,,,BP East Kalimantan,,,,2010,"94,095,041",MSCF,Not given,,"71,458,000","70,810,000",Indonesia,USD,2010,BP East Kalimantan,"70,810,000"
2010,,Indonesia,,Oil & Gas,,,Sanga-Sanga,,,Lasmo Sanga-sanga Ltd,,,,2010,,,,,"77,737,000","78,385,000",Indonesia,USD,2010,Lasmo Sanga-sanga Ltd,"78,385,000"
2010,,Indonesia,,Oil & Gas,,,Sanga-Sanga,,,Opicoil Houston Inc,,,,2010,,,,,"64,387,000","64,387,000",Indonesia,USD,2010,Opicoil Houston Inc,"64,387,000"
2010,,Indonesia,,Oil & Gas,,,Sanga-Sanga,,,Virginia International Company,,,,2010,,,,,"51,358,000","51,358,000",Indonesia,USD,2010,Virginia International Company,"51,358,000"
2010,,Indonesia,,Oil & Gas,,,Sanga-Sanga,,,Universe Gas&Oil Company,,,,2010,,,,,"14,434,000","14,434,000",Indonesia,USD,2010,Universe Gas&Oil Company,"14,434,000"
2010,,Indonesia,,Oil & Gas,Oil,,North Sumatra Offshore,,,Mobil Expl. Indo (NSO) Inc.,,,,2010,"259,052",barrels,Not given,,"487,410,000","487,410,000",Indonesia,USD,2010,Mobil Expl. Indo (NSO) Inc.,"487,410,000"
2010,,Indonesia,,Oil & Gas,Gas,,North Sumatra Offshore,,,,,,,2010,"46,629,065",MSCF,Not given,,,,Indonesia,USD,2010,0,0
2010,,Indonesia,,Oil & Gas,Oil,,B Block,,,ExxonMobil Oil Indonesia Inc.,,,,2010,"1,254,416",barrels,Not given,,"415,887,000","415,887,000",Indonesia,USD,2010,ExxonMobil Oil Indonesia Inc.,"415,887,000"
2010,,Indonesia,,Oil & Gas,Gas,,B Block,,,,,,,2010,"26,904,622",MSCF,Not given,,,,Indonesia,USD,2010,0,0
2010,,Indonesia,,Oil & Gas,Oil,,Cepu,,,Mobil Cepu Ltd.,,,,2010,"7,806,732",barrels,Not given,,"142,754,000","142,754,000",Indonesia,USD,2010,Mobil Cepu Ltd.,"142,754,000"
2010,,Indonesia,,Oil & Gas,,,Cepu,,,Ampolex (Cepu) PTE. Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Ampolex (Cepu) PTE. Ltd,0
2010,,Indonesia,,Oil & Gas,,,Cepu,,,PT Pertamina EP Cepu,,,,2010,,,,,,,Indonesia,USD,2010,PT Pertamina EP Cepu,0
2010,,Indonesia,,Oil & Gas,,,Cepu,,,PT Sarana Patra Hulu Cepu,,,,2010,,,,,,,Indonesia,USD,2010,PT Sarana Patra Hulu Cepu,0
2010,,Indonesia,,Oil & Gas,,,Cepu,,,PT Blora Patragas Hulu,,,,2010,,,,,,,Indonesia,USD,2010,PT Blora Patragas Hulu,0
2010,,Indonesia,,Oil & Gas,,,Cepu,,,PT Asri Dharma Sejahtera,,,,2010,,,,,,,Indonesia,USD,2010,PT Asri Dharma Sejahtera,0
2010,,Indonesia,,Oil & Gas,,,Cepu,,,PT Petrogas Jatim Utama Cendana,,,,2010,,,,,,,Indonesia,USD,2010,PT Petrogas Jatim Utama Cendana,0
2010,,Indonesia,,Oil & Gas,Oil,,South East Sumatera,,,CNOOC SES Ltd.,,,,2010,"12,366,325",barrels,Not given,,"865,706,000","865,706,000",Indonesia,USD,2010,CNOOC SES Ltd.,"865,706,000"
2010,,Indonesia,,Oil & Gas,Gas,,South East Sumatera,,,Pt PHE OSES,,,,2010,"23,588,268",MSCF,Not given,,"15,163,000","15,163,000",Indonesia,USD,2010,Pt PHE OSES,"15,163,000"
2010,,Indonesia,,Oil & Gas,,,South East Sumatera,,,KNOC Sumatra Ltd,,,,2010,,,,,"9,002,000",,Indonesia,USD,2010,KNOC Sumatra Ltd,0
2010,,Indonesia,,Oil & Gas,,,South East Sumatera,,,Salamander Energy (Sumatra) BV,,,,2010,,,,,"4,473,000","4,473,000",Indonesia,USD,2010,Salamander Energy (Sumatra) BV,"4,473,000"
2010,,Indonesia,,Oil & Gas,,,South East Sumatera,,,Orchard Energy Sumatra BV,,,,2010,,,,,,,Indonesia,USD,2010,Orchard Energy Sumatra BV,0
2010,,Indonesia,,Oil & Gas,,,South East Sumatera,,,Fortuna Resources (Sunda) Ltd,,,,2010,,,,,"6,940,000","3,531,000",Indonesia,USD,2010,Fortuna Resources (Sunda) Ltd,"3,531,000"
2010,,Indonesia,,Oil & Gas,,,South East Sumatera,,,Talisman UK (South East Sumatra) Ltd,,,,2010,,,,,,"2,093,000",Indonesia,USD,2010,Talisman UK (South East Sumatra) Ltd,"2,093,000"
2010,,Indonesia,,Oil & Gas,,,South East Sumatera,,,Talisman Resources (Bahamas) Ltd,,,,2010,,,,,,"1,635,000",Indonesia,USD,2010,Talisman Resources (Bahamas) Ltd,"1,635,000"
2010,,Indonesia,,Oil & Gas,Oil,,Muturi,,,BP Muturi Holdings BV,,,,2010,"411,244",barrels,Not given,,"17,231,000","17,234,000",Indonesia,USD,2010,BP Muturi Holdings BV,"17,234,000"
2010,,Indonesia,,Oil & Gas,Gas,,Muturi,,,CNOOC Muturia Ltd,,,,2010,"63,975,217",MSCF,Not given,,"20,304,000","20,304,000",Indonesia,USD,2010,CNOOC Muturia Ltd,"20,304,000"
2010,,Indonesia,,Oil & Gas,,,Muturi,,,Indonesia Natural Gas Resources Muturi Inc,,,,2010,,,,,"6,944,000","7,077,000",Indonesia,USD,2010,Indonesia Natural Gas Resources Muturi Inc,"7,077,000"
2010,,Indonesia,,Oil & Gas,Oil,,Coastal Plains Pekanbaru,,,JOB PT Bumi Siak Pusako-Pertamina Hulu,,,,2010,"5,903,492",barrels,Not given,,"464,693,000","464,693,000",Indonesia,USD,2010,JOB PT Bumi Siak Pusako-Pertamina Hulu,"464,693,000"
2010,,Indonesia,,Oil & Gas,,,Coastal Plains Pekanbaru,,,PT PHE CPP,,,,2010,,,,,"14,883,000","14,883,000",Indonesia,USD,2010,PT PHE CPP,"14,883,000"
2010,,Indonesia,,Oil & Gas,Oil,,Offshore Northwest Java,,,Pertamina Hulu Energi ONWJ Ltd.,,,,2010,"11,689,244",barrels,Not given,,"863,199,000","863,199,000",Indonesia,USD,2010,Pertamina Hulu Energi ONWJ Ltd.,"863,199,000"
2010,,Indonesia,,Oil & Gas,Gas,,Offshore Northwest Java,,,CNOOC ONWJ Ltd,,,,2010,"63,045,066",MSCF,Not given,,"55,222,000","55,222,000",Indonesia,USD,2010,CNOOC ONWJ Ltd,"55,222,000"
2010,,Indonesia,,Oil & Gas,,,Offshore Northwest Java,,,PT PHE Jawa Ltd,,,,2010,,,,,"797,000","797,000",Indonesia,USD,2010,PT PHE Jawa Ltd,"797,000"
2010,,Indonesia,,Oil & Gas,,,Offshore Northwest Java,,,Salamander Energy (Java) BV,,,,2010,,,,,"5,207,000","5,207,000",Indonesia,USD,2010,Salamander Energy (Java) BV,"5,207,000"
2010,,Indonesia,,Oil & Gas,,,Offshore Northwest Java,,,Talisman Energy,,,,2010,,,,,"5,369,000","5,369,000",Indonesia,USD,2010,Talisman Energy,"5,369,000"
2010,,Indonesia,,Oil & Gas,,,Offshore Northwest Java,,,EMP ONWJ Ltd,,,,2010,,,,,,,Indonesia,USD,2010,EMP ONWJ Ltd,0
2010,,Indonesia,,Oil & Gas,,,Offshore Northwest Java,,,Risco Energy ONWJ BV,,,,2010,,,,,,,Indonesia,USD,2010,Risco Energy ONWJ BV,0
2010,,Indonesia,,Oil & Gas,Oil,,West Madura,,,Pertamina Hulu Energi West Madura Offshore,,,,2010,"1,050,814",barrels,Not given,,"-11,378,000","-11,378,000",Indonesia,USD,2010,Pertamina Hulu Energi West Madura Offshore,"-11,378,000"
2010,,Indonesia,,Oil & Gas,Gas,,West Madura,,,,,,,2010,"10,166,433",MSCF,Not given,,,,Indonesia,USD,2010,0,0
2010,,Indonesia,,Oil & Gas,Oil,,Tuban,,,JOB Pertamina - PetroChina East Java Ltd,,,,2010,"3,660,210",barrels,Not given,,"164,155,000","167,283,000",Indonesia,USD,2010,JOB Pertamina - PetroChina East Java Ltd,"167,283,000"
2010,,Indonesia,,Oil & Gas,Gas,,Tuban,,,PT PHE Tuban East Java,,,,2010,"1,855,434",MSCF,Not given,,"121,672,000","121,672,000",Indonesia,USD,2010,PT PHE Tuban East Java,"121,672,000"
2010,,Indonesia,,Oil & Gas,,,Tuban,,,PT PHE Tuban,,,,2010,,,,,"9,648,000","9,648,000",Indonesia,USD,2010,PT PHE Tuban,"9,648,000"
2010,,Indonesia,,Oil & Gas,Oil,,Salawati Island JOB,,,JOB Pertamina - PetroChina Salawati Ltd,,,,2010,"758,990",barrels,Not given,,"17,759,000","17,759,000",Indonesia,USD,2010,JOB Pertamina - PetroChina Salawati Ltd,"17,759,000"
2010,,Indonesia,,Oil & Gas,,,Salawati Island JOB,,,PT PHE Salawati,,,,2010,,,,,"10,091,000","10,091,000",Indonesia,USD,2010,PT PHE Salawati,"10,091,000"
2010,,Indonesia,,Oil & Gas,,,Salawati Island JOB,,,Lundin Indonesia BV / RHP Salawati Island BV,,,,2010,,,,,"386,000","386,000",Indonesia,USD,2010,Lundin Indonesia BV / RHP Salawati Island BV,"386,000"
2010,,Indonesia,,Oil & Gas,,,Salawati Island JOB,,,Pearl Oil (Island) Ltd/Petrogas (Island) Ltd,,,,2010,,,,,"497,000","497,000",Indonesia,USD,2010,Pearl Oil (Island) Ltd/Petrogas (Island) Ltd,"497,000"
2010,,Indonesia,,Oil & Gas,,,Salawati Island JOB,,,Petrogas (Island) Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Petrogas (Island) Ltd,0
2010,,Indonesia,,Oil & Gas,Oil,,"Senoro - Toili, Sulawesi",,,PT Pertamina - Medco E&P Tomori Sulawesi,,,,2010,"544,696",barrels,Not given,,"9,794,000","9,794,000",Indonesia,USD,2010,PT Pertamina - Medco E&P Tomori Sulawesi,"9,794,000"
2010,,Indonesia,,Oil & Gas,,,"Senoro - Toili, Sulawesi",,,PT PHE Tomori,,,,2010,,,,,"10,463,000","10,463,000",Indonesia,USD,2010,PT PHE Tomori,"10,463,000"
2010,,Indonesia,,Oil & Gas,,,"Senoro - Toili, Sulawesi",,,BUT Tomori E&P Limited,,,,2010,,,,,"503,000","503,000",Indonesia,USD,2010,BUT Tomori E&P Limited,"503,000"
2010,,Indonesia,,Oil & Gas,Oil,,Pendopo-Raja JOB,,,JOB Pertamina-Golden Spike Energy Indonesia Ltd,,,,2010,"239,215",barrels,Not given,,"5,228,000","6,122,000",Indonesia,USD,2010,JOB Pertamina-Golden Spike Energy Indonesia Ltd,"6,122,000"
2010,,Indonesia,,Oil & Gas,Gas,,Pendopo-Raja JOB,,,PT PHE Raja Tempirai,,,,2010,"425,268",MSCF,Not given,,"5,004,000","5,004,000",Indonesia,USD,2010,PT PHE Raja Tempirai,"5,004,000"
2010,,Indonesia,,Oil & Gas,Oil,,Jabung,,,PetroChina International Jabung Ltd.,,,,2010,"6,524,747",barrels,Not given,,"922,327,000","922,327,000",Indonesia,USD,2010,PetroChina International Jabung Ltd.,"922,327,000"
2010,,Indonesia,,Oil & Gas,Gas,,Jabung,,,PP Oil&Gas (Jabung-Indonesia) Ltd,,,,2010,"55,192,318",MSCF,Not given,,"101,801,000","101,801,000",Indonesia,USD,2010,PP Oil&Gas (Jabung-Indonesia) Ltd,"101,801,000"
2010,,Indonesia,,Oil & Gas,,,Jabung,,,Petronas Carigali Jabung Ltd,,,,2010,,,,,"109,335,000","109,335,000",Indonesia,USD,2010,Petronas Carigali Jabung Ltd,"109,335,000"
2010,,Indonesia,,Oil & Gas,,,Jabung,,,PT PHE Jabung,,,,2010,,,,,"52,422,000","52,422,000",Indonesia,USD,2010,PT PHE Jabung,"52,422,000"
2010,,Indonesia,,Oil & Gas,Oil,,Salawati Basin,,,Petrochina International Bermuda Ltd,,,,2010,"2,255,436",barrels,Not given,,"144,682,000","144,682,000",Indonesia,USD,2010,Petrochina International Bermuda Ltd,"144,682,000"
2010,,Indonesia,,Oil & Gas,Gas,,Salawati Basin,,,Lundin International BV/RHP Salawati Basin BV,,,,2010,"503,621",MSCF,Not given,,"4,186,000","4,186,000",Indonesia,USD,2010,Lundin International BV/RHP Salawati Basin BV,"4,186,000"
2010,,Indonesia,,Oil & Gas,,,Salawati Basin,,,Pearl Oil (Basin) Ltd/Petrogas (Basin) Ltd,,,,2010,,,,,"5,553,000","5,553,000",Indonesia,USD,2010,Pearl Oil (Basin) Ltd/Petrogas (Basin) Ltd,"5,553,000"
2010,,Indonesia,,Oil & Gas,,,Salawati Basin,,,RHP Salawati Basin,,,,2010,,,,,,,Indonesia,USD,2010,RHP Salawati Basin,0
2010,,Indonesia,,Oil & Gas,,,Salawati Basin,,,PT PHE Salawati Basin,,,,2010,,,,,"1,327,000","1,327,000",Indonesia,USD,2010,PT PHE Salawati Basin,"1,327,000"
2010,,Indonesia,,Oil & Gas,Oil,,Bangko,,,PetroChina International Bangko Ltd.,,,,2010,"23,000",barrels,Not given,,"329,000","329,000",Indonesia,USD,2010,PetroChina International Bangko Ltd.,"329,000"
2010,,Indonesia,,Oil & Gas,,,Bangko,,,SK Corporation,,,,2010,,,,,,,Indonesia,USD,2010,SK Corporation,0
2010,,Indonesia,,Oil & Gas,Oil,,Berau,,,BP Berau Ltd.,,,,2010,"1,366,796",barrels,Not given,,"84,528,000","85,283,000",Indonesia,USD,2010,BP Berau Ltd.,"85,283,000"
2010,,Indonesia,,Oil & Gas,Gas,,Berau,,,Ml Berau BV,,,,2010,"212,625,923",MSCF,Not given,,"13,313,000","13,313,000",Indonesia,USD,2010,Ml Berau BV,"13,313,000"
2010,,Indonesia,,Oil & Gas,,,Berau,,,Nippon Oil Exploration (Berau) Ltd,,,,2010,,,,,"11,550,000","11,550,000",Indonesia,USD,2010,Nippon Oil Exploration (Berau) Ltd,"11,550,000"
2010,,Indonesia,,Oil & Gas,,,Berau,,,KG Berau Petroleum Ltd,,,,2010,,,,,"8,084,000","8,084,000",Indonesia,USD,2010,KG Berau Petroleum Ltd,"8,084,000"
2010,,Indonesia,,Oil & Gas,Oil,,Wiriagar,,,BP Wiriagar Ltd.,,,,2010,"138,146",barrels,Not given,,"9,249,000","9,342,000",Indonesia,USD,2010,BP Wiriagar Ltd.,"9,342,000"
2010,,Indonesia,,Oil & Gas,Gas,,Wiriagar,,,Talisman Wiriagar Overseas Ltd,,,,2010,"21,490,692",MSCF,Not given,,"3,279,000","3,205,000",Indonesia,USD,2010,Talisman Wiriagar Overseas Ltd,"3,205,000"
2010,,Indonesia,,Oil & Gas,,,Wiriagar,,,KG Wiriagar Petroleum Ltd,,,,2010,,,,,"1,746,000","1,746,000",Indonesia,USD,2010,KG Wiriagar Petroleum Ltd,"1,746,000"
2010,,Indonesia,,Oil & Gas,Oil,,Rimau,,,PT Medco E&P Rimau,,,,2010,"6,034,190",barrels,Not given,,"384,957,000","384,957,000",Indonesia,USD,2010,PT Medco E&P Rimau,"384,957,000"
2010,,Indonesia,,Oil & Gas,Gas,,Rimau,,,Perusda Pertambangan & Energi,,,,2010,"2,339,380",MSCF,Not given,,"2,754,000","2,754,000",Indonesia,USD,2010,Perusda Pertambangan & Energi,"2,754,000"
2010,,Indonesia,,Oil & Gas,Oil,,South & Central Sumatra,,,PT Medco E&P Indonesia,,,,2010,"2,715,261",barrels,Not given,,"419,430,000","419,430,000",Indonesia,USD,2010,PT Medco E&P Indonesia,"419,430,000"
2010,,Indonesia,,Oil & Gas,Gas,,South & Central Sumatra,,,,,,,2010,"43,785,025",MSCF,Not given,,,,Indonesia,USD,2010,0,0
2010,,Indonesia,,Oil & Gas,Oil,,Tarakan,,,PT Medco E&P Tarakan,,,,2010,"864,596",barrels,Not given,,"76,111,000","76,111,000",Indonesia,USD,2010,PT Medco E&P Tarakan,"76,111,000"
2010,,Indonesia,,Oil & Gas,Gas,,Tarakan,,,,,,,2010,"1,677,906",MSCF,Not given,,,,Indonesia,USD,2010,0,0
2010,,Indonesia,,Oil & Gas,Oil,,Lematang,,,PT Medco E&P Lematang,,,,2010,134,barrels,Not given,,"4,492,000","4,492,000",Indonesia,USD,2010,PT Medco E&P Lematang,"4,492,000"
2010,,Indonesia,,Oil & Gas,Gas,,Lematang,,,Lematang E&P Limited,,,,2010,"9,819,032",MSCF,Not given,,,,Indonesia,USD,2010,Lematang E&P Limited,0
2010,,Indonesia,,Oil & Gas,,,Lematang,,,Lundin Lematang BV,,,,2010,,,,,,,Indonesia,USD,2010,Lundin Lematang BV,0
2010,,Indonesia,,Oil & Gas,,,Block A,,,PT Medco E&P Malaka,,,,2010,,,,,,,Indonesia,USD,2010,PT Medco E&P Malaka,0
2010,,Indonesia,,Oil & Gas,,,Block A,,,Premier Oil Sumatra (North) BV,,,,2010,,,,,,,Indonesia,USD,2010,Premier Oil Sumatra (North) BV,0
2010,,Indonesia,,Oil & Gas,,,Block A,,,Japex Block A Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Japex Block A Ltd,0
2010,,Indonesia,,Oil & Gas,Oil,,Natuna Sea Block A,,,Premier Oil Natuna SEA BV,,,,2010,"874,135",barrels,Not given,,"245,866,000","231,457,000",Indonesia,USD,2010,Premier Oil Natuna SEA BV,"231,457,000"
2010,,Indonesia,,Oil & Gas,Gas,,Natuna Sea Block A,,,Kupfec Indonesia (Natuna) BV,,,,2010,"54,512",MSCF,Not given,,"30,305,000","30,305,000",Indonesia,USD,2010,Kupfec Indonesia (Natuna) BV,"30,305,000"
2010,,Indonesia,,Oil & Gas,,,Natuna Sea Block A,,,Natuna 2 BV,,,,2010,,,,,"20,911,000","20,911,000",Indonesia,USD,2010,Natuna 2 BV,"20,911,000"
2010,,Indonesia,,Oil & Gas,,,Natuna Sea Block A,,,Natuna 1 BV,,,,2010,,,,,"13,637,000","13,637,000",Indonesia,USD,2010,Natuna 1 BV,"13,637,000"
2010,,Indonesia,,Oil & Gas,Oil,,Malacca Strait,,,EMP Malacca Strait S.A,,,,2010,"2,607,065",barrels,Not given,,"158,154,000","155,534,000",Indonesia,USD,2010,EMP Malacca Strait S.A,"155,534,000"
2010,,Indonesia,,Oil & Gas,,,Malacca Strait,,,OOGC Malacca,,,,2010,,,,,"6,959,000","6,959,000",Indonesia,USD,2010,OOGC Malacca,"6,959,000"
2010,,Indonesia,,Oil & Gas,,,Malacca Strait,,,Malacca Petroleum Limited,,,,2010,,,,,"312,000","233,000",Indonesia,USD,2010,Malacca Petroleum Limited,"233,000"
2010,,Indonesia,,Oil & Gas,,,Malacca Strait,,,PT Imbang Tata Alam,,,,2010,,,,,,,Indonesia,USD,2010,PT Imbang Tata Alam,0
2010,,Indonesia,,Oil & Gas,Oil,,Kangean,,,Kangean Energy Indonesia Ltd.,,,,2010,"923,906",barrels,Not given,,"18,533,000","18,481,000",Indonesia,USD,2010,Kangean Energy Indonesia Ltd.,"18,481,000"
2010,,Indonesia,,Oil & Gas,Gas,,Kangean,,,EMP Exploration (Kangean),,,,2010,"8,885,555",MSCF,Not given,,,,Indonesia,USD,2010,EMP Exploration (Kangean),0
