Year,Report ID,Country,License,Commodity Type Overview,Commodity_type,Title / Project type,Project Name / concession layer,Project_ID,Project_Uri,Company_Name,Company_ID,Company share of project,IsOperator,Production Year,Production_volume,Production_unit,Price from EITI Report,Unit,Payment received by government (US$),Payment by company (US$),Company,Currency,Data,Company,Value
#year,#eitiSrouce,#country,#license,#project+commodityType,#project+commodityDetails,,#project,#project+identifier,#project+url,#project+company,#project+company+identifier,#project+company+share,#project+company+isOperator,#project+production+year,#project+production+volume,#project+production+unit,#project+production+price,#project+production+priceUnit,#governmentReceipt,#companyPayment,#companyPayment+country,#companyPayment+currency,#companyPayment+date,#companyPayment+company,#companyPayment+value
2011,,Timor Leste,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,JPDA 03-13,,,ConocoPhillips (03-13) Pty Ltd (Operator),,,TRUE,2011,,,,,"164,037,863","164,037,863",Timor Leste,USD,2011,ConocoPhillips (03-13) Pty Ltd (Operator),"164,037,863"
2011,,Timor Leste,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,JPDA 03-13,,,Santos,,,,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Santos,
2011,,Timor Leste,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,JPDA 03-13,,,Inpex Sahul,,,,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Inpex Sahul,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-19,,,Woodside Petroleum (Operator),,,TRUE,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Woodside Petroleum (Operator),
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-19,,,Shell Development,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Shell Development,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-19,,,Osaka Gas Sunrise,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Osaka Gas Sunrise,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-19,,,Conoco Philips,,,,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Conoco Philips,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-20,,,Woodside Petroleum (Operator),,,TRUE,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Woodside Petroleum (Operator),
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-20,,,Shell Development,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Shell Development,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-20,,,Osaka Gas Sunrise,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Osaka Gas Sunrise,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-20,,,Conoco Philips,,,,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Conoco Philips,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-101 A,,,Minza Oil & Gas,,,,2011,,,,,"91,746","91,746",Timor Leste,USD,2011,Minza Oil & Gas,"91,746"
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-102,,,Petronas (Operator),,,TRUE,2011,,,,,107,107,Timor Leste,USD,2011,Petronas (Operator),107
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-102,,,Korean Gas,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Korean Gas,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-102,,,Samsung Oil & Gas,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Samsung Oil & Gas,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-102,,,LG,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,LG,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,Oilex (Operator),,,TRUE,2011,,,,,"417,407","417,407",Timor Leste,USD,2011,Oilex (Operator),"417,407"
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,Japan Energy Corporation,,,,2011,,,,,"29,751","29,751",Timor Leste,USD,2011,Japan Energy Corporation,"29,751"
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,Vidoecon,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Vidoecon,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,Bharat PetroResources,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Bharat PetroResources,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,GSPC,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,GSPC,
2011,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,Pan Pacific Petroleum,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Pan Pacific Petroleum,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,JPDA 06-105,,,Eni JPDA 06-105 Pty Ltd (Operator),,,TRUE,2011,,,,,"49,587,120","49,587,120",Timor Leste,USD,2011,Eni JPDA 06-105 Pty Ltd (Operator),"49,587,120"
2011,,Timor Leste,,Oil & Gas,Crude Oil,,JPDA 06-105,,,Inpex,,,,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Inpex,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,JPDA 06-105,,,Talisman,,,,2011,,,,,"6,419,484","6,419,484",Timor Leste,USD,2011,Talisman,"6,419,484"
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-01 (Block A),,,Eni (Operator),,,TRUE,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Eni (Operator),
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-01 (Block A),,,GALP Exploracao Producao,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,GALP Exploracao Producao,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-01 (Block A),,,Petrolifera,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Petrolifera,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-01 (Block A),,,Korea Gas Corporation,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Korea Gas Corporation,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-02 (Block B),,,Eni (Operator),,,TRUE,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Eni (Operator),
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-02 (Block B),,,GALP Exploracao Producao,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,GALP Exploracao Producao,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-02 (Block B),,,Petrolifera,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Petrolifera,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-02 (Block B),,,Korea Gas Corporation,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Korea Gas Corporation,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-03 (Block C),,,Eni (Operator),,,TRUE,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Eni (Operator),
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-03 (Block C),,,GALP Exploracao Producao,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,GALP Exploracao Producao,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-03 (Block C),,,Petrolifera,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Petrolifera,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-03 (Block C),,,Korea Gas Corporation,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Korea Gas Corporation,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-04 (Block E),,,Eni (Operator),,,TRUE,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Eni (Operator),
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-04 (Block E),,,GALP Exploracao Producao,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,GALP Exploracao Producao,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-04 (Block E),,,Petrolifera,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Petrolifera,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-04 (Block E),,,Korea Gas Corporation,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Korea Gas Corporation,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-05 (Block H),,,Eni (Operator),,,TRUE,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Eni (Operator),
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-05 (Block H),,,GALP Exploracao Producao,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,GALP Exploracao Producao,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-05 (Block H),,,Petrolifera,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Petrolifera,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-05 (Block H),,,Korea Gas Corporation,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Korea Gas Corporation,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-06 (Block K),,,Reliance Exploration & Production (Operator),,,TRUE,2011,,,,,"3,563,379","3,563,379",Timor Leste,USD,2011,Reliance Exploration & Production (Operator),"3,563,379"
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-06 (Block K),,,Oil India Limited,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,Oil India Limited,
2011,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-06 (Block K),,,India Oil Corporation Limited,,,,2011,,,,,Not given,Not given,Timor Leste,USD,2011,India Oil Corporation Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Balata East Shallow Horizons (Petrotrin F),,,Petrotin,,,,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,Oil,,Central Block,,,BG Trinidad Central Block Limited (Operator),,,TRUE,2011,"459,536",barrels,,,"41,207,099","41,217,374",Trinidad & Tobago,USD,2011,BG Trinidad Central Block Limited (Operator),"41,217,374"
2011,,Trinidad & Tobago,,Oil & Gas,Gas,,Central Block,,,Petrotin,,,,2011,"26,894,843,000",cubic feet,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Columbus Basin,,,BP Trinidad and Tobago LLC,,,,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,BP Trinidad and Tobago LLC,
2011,,Trinidad & Tobago,,Oil & Gas,Oil,,"Columbus Basin Shallow (Teak, Samaan, Poui)",,,Repsol E&P T&T Limited,,70,TRUE,2011,"4,335,713",barrels,,,"197,366,670","197,366,670",Trinidad & Tobago,USD,2011,Repsol E&P T&T Limited,"197,366,670"
2011,,Trinidad & Tobago,,Oil & Gas,Gas,,"Columbus Basin Shallow (Teak, Samaan, Poui)",,,National Gas Company of Trinidad and Tobago Limited,,15,,2011,"11,127,636,000",cubic feet,,,Not available,Not available,Trinidad & Tobago,USD,2011,National Gas Company of Trinidad and Tobago Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,"Columbus Basin Shallow (Teak, Samaan, Poui)",,,Petrotin,,15,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Cory Moruga Block,,,Parex Resources (Trinidad) Ltd,,50,TRUE,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Parex Resources (Trinidad) Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,,,Cory Moruga Block,,,Primera Oil and Gas Limited,,33.8,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Primera Oil and Gas Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Cory Moruga Block,,,Primera Energy Resources Limited,,16.2,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Primera Energy Resources Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Cruse Horizons (Petrotrin A),,,Petrotin,,,,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,"East Brighton Area, Offshore",,,SOOGL Antilles (Trinidad) Limited,,,TRUE,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,SOOGL Antilles (Trinidad) Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,"East Brighton Area, Offshore",,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,"East Brighton Area, Offshore",,,Primera East Brighton Limited,,,,2011,,,,,0,0,Trinidad & Tobago,USD,2011,Primera East Brighton Limited,0
2011,,Trinidad & Tobago,,Oil & Gas,,,Fyzabad Block,,,Primera Oil and Gas Limited,,,,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Primera Oil and Gas Limited,
2011,,Trinidad & Tobago,,Oil & Gas,Oil,,Galeota Area,,,Bayfield Energy (Galeota) Limited,,,TRUE,2011,"423,876",barrels,,,"7,119,818","7,124,246",Trinidad & Tobago,USD,2011,Bayfield Energy (Galeota) Limited,"7,124,246"
2011,,Trinidad & Tobago,,Oil & Gas,,,Galeota Area,,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,"Guapo Bay/Brighton Marine Block Trinidad, Offshore (Block B)",,,Venture Production (Trinidad) Limited,,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Venture Production (Trinidad) Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,"Guapo Bay/Brighton Marine Block Trinidad, Offshore (Block B)",,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Guapo-Oropouche-Brighton Horizons (Petrotrin D),,,Petrotin,,,,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Herrera Horizons (Petrotrin C),,,Petrotin,,,,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Icacos,,,Primera Oil and Gas Limited,,,,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Primera Oil and Gas Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Mayaro-Guayaguayare Block,,,Sonde Resources Corp. (Operator),,,TRUE,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Sonde Resources Corp. (Operator),
2011,,Trinidad & Tobago,,Oil & Gas,,,Mayaro-Guayaguayare Block,,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,"Mayaro-
 Guayaguayare Horizons (Petrotrin B)",,,Petrotin,,,,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Mora Field (Block 44/57),,,Mora Oil Ventures Limited,,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Mora Oil Ventures Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Moruga North,,,Advance Oil Company (Trindad) Limited,,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Advance Oil Company (Trindad) Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Moruga West,,,Neal & Massy Energy Resources Limited,,60,TRUE,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Neal & Massy Energy Resources Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Moruga West,,,Petrotin,,40,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Palo Seco Block,,,Primera Oil and Gas Limited,,,,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Primera Oil and Gas Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Parrylands,,,New Horizon Exploration Trinidad and Tobago Limited,,75,TRUE,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,New Horizon Exploration Trinidad and Tobago Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Parrylands,,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Pt. Ligoure Block,,,Petrotin,,,TRUE,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Pt. Ligoure Block,,,Trinidad Exploration and Development Limited,,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Trinidad Exploration and Development Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,"Southeast Coast Consortium (SECC) Blocks 1, 2, 3",,,EOG Resources Trinidad Limited,,80,TRUE,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,EOG Resources Trinidad Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,"Southeast Coast Consortium (SECC) Blocks 1, 2, 3",,,Petrotin,,16,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,"Southeast Coast Consortium (SECC) Blocks 1, 2, 3",,,National Gas Company of Trinidad and Tobago Limited,,4,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,National Gas Company of Trinidad and Tobago Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Southeast Coast Consortium (SECC) Pelican Field,,,EOG Resources Trinidad Limited,,80,TRUE,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,EOG Resources Trinidad Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Southeast Coast Consortium (SECC) Pelican Field,,,Trinidad and Tobago Marine Petroleum Company Limited,,20,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Trinidad and Tobago Marine Petroleum Company Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Southwest Peninsula Block- Erin Bay,,,Trinidad Exploration and Development Company Unlimited,,,TRUE,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Trinidad Exploration and Development Company Unlimited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Southwest Peninsula Block- Erin Bay,,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Southwest Peninsula Block- Islote Bay,,,Trinidad Exploration and Development Company Unlimited,,,TRUE,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Trinidad Exploration and Development Company Unlimited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Southwest Peninsula Block- Islote Bay,,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Southwest Peninsula Block- Onshore,,,Trinidad Exploration and Development Company Unlimited,,,TRUE,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Trinidad Exploration and Development Company Unlimited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Southwest Peninsula Block- Onshore,,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Southwest Peninsula Onshore Trinidad,,,Trinidad Exploration and Development Limited,,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Trinidad Exploration and Development Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Tabaquite (Petrotrin E),,,Petrotin,,,,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 1(a),,,Centrica (Horne & Wren) Limited,,80,TRUE,2011,,,,,"637,010","637,130",Trinidad & Tobago,USD,2011,Centrica (Horne & Wren) Limited,"637,130"
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 1(a),,,Petrotin,,20,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 1(b),,,Venture North Sea Gas Limited,,80,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Venture North Sea Gas Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 1(b),,,Petrotin,,20,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 2(ab),,,Niko Resources (Trinidad and Tobago) Ltd,,,TRUE,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Niko Resources (Trinidad and Tobago) Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 2(ab),,,Voyager Energy (Trinidad) Ltd,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Voyager Energy (Trinidad) Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 2(ab),,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 2(ab),,,Centrica Resources (Armada) Limited,,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Centrica Resources (Armada) Limited,
2011,,Trinidad & Tobago,,Oil & Gas,Oil,,Block 2(c),,,BHP Billiton (Trinidad-2C) Ltd,,45,TRUE,2011,"3,555,720",barrels,,,"123,039,171","123,039,171",Trinidad & Tobago,USD,2011,BHP Billiton (Trinidad-2C) Ltd,"123,039,171"
2011,,Trinidad & Tobago,,Oil & Gas,Gas,,Block 2(c),,,Total E&P (Trinidad) B.V.,,30,,2011,"83,293,545,000",cubic feet,,,0,0,Trinidad & Tobago,USD,2011,Total E&P (Trinidad) B.V.,0
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 2(c),,,Chaoyang Petroleum (Trinidad) Ltd,,25,,2011,,,,,0,0,Trinidad & Tobago,USD,2011,Chaoyang Petroleum (Trinidad) Ltd,0
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 3(a),,,BHP Billiton (Trinidad-3A) Ltd,,25.5,TRUE,2011,,,,,"691,964","691,964",Trinidad & Tobago,USD,2011,BHP Billiton (Trinidad-3A) Ltd,"691,964"
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 3(a),,,Kerr-McGee TT Offshore Petroleum Ltd,,25.5,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Kerr-McGee TT Offshore Petroleum Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 3(a),,,Chaoyang Petroleum (Trinidad) Block 3A Limited,,25.5,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Chaoyang Petroleum (Trinidad) Block 3A Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 3(a),,,Petrotin,,15,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 3(a),,,Total E&P (Trinidad) B.V.,,8.5,,2011,,,,,0,0,Trinidad & Tobago,USD,2011,Total E&P (Trinidad) B.V.,0
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 3(b),,,Kerr-McGee TT Offshore Petroleum Ltd,,35.5,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Kerr-McGee TT Offshore Petroleum Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 3(b),,,Primera Block 3(b) Limited,,25,,2011,,,,,0,0,Trinidad & Tobago,USD,2011,Primera Block 3(b) Limited,0
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 3(b),,,BHP Billiton,,25.5,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,BHP Billiton,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 3(b),,,Diamond Energy T&T Ltd,,15,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Diamond Energy T&T Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,Gas,,Block 4(a),,,EOG Resources Trinidad Block 4(a) Unlimited,,,,2011,"31,477,000",cubic feet,,,"672,213","670,296",Trinidad & Tobago,USD,2011,EOG Resources Trinidad Block 4(a) Unlimited,"670,296"
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 4(b),,,Niko Resources (Block 4b Caribbean) Limited,,,,2011,,,,,"7,638,122","7,664,353",Trinidad & Tobago,USD,2011,Niko Resources (Block 4b Caribbean) Limited,"7,664,353"
2011,,Trinidad & Tobago,,Oil & Gas,Oil,,"Block 5(a), Offshore",,,BG Trinidad 5(a) Limited (Operator),,,,2011,"552,304",barrels,,,Not given,Not given,Trinidad & Tobago,USD,2011,BG Trinidad 5(a) Limited (Operator),
2011,,Trinidad & Tobago,,Oil & Gas,Gas,,"Block 5(a), Offshore",,,Texaco Trinidad Inc.,,,,2011,"66,885,425,000",cubic feet,,,Not given,Not given,Trinidad & Tobago,USD,2011,Texaco Trinidad Inc.,
2011,,Trinidad & Tobago,,Oil & Gas,,,"Block 5(b), Offshore",,,BP Trinidad and Tobago LLC (Operator),,,,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,BP Trinidad and Tobago LLC (Operator),
2011,,Trinidad & Tobago,,Oil & Gas,,,"Block 5(b), Offshore",,,Repsol Exploracion Tobago S.A.,,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Repsol Exploracion Tobago S.A.,
2011,,Trinidad & Tobago,,Oil & Gas,,,"Block 5(c), Offshore",,,BG International Limited,,30,TRUE,2011,,,,,"68,705,613","68,779,190",Trinidad & Tobago,USD,2011,BG International Limited,"68,779,190"
2011,,Trinidad & Tobago,,Oil & Gas,,,"Block 5(c), Offshore",,,Canadian Superior Energy Inc.,,70,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Canadian Superior Energy Inc.,
2011,,Trinidad & Tobago,,Oil & Gas,,,"Block 6 (East Coast, Trinidad)",,,BG Trinidad Inc (Operator),,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,BG Trinidad Inc (Operator),
2011,,Trinidad & Tobago,,Oil & Gas,,,"Block 6 (East Coast, Trinidad)",,,Texaco Trinidad Inc.,,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Texaco Trinidad Inc.,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 22,,,Centrica Resources Limited,,90,TRUE,2011,,,,,"1,456,470","1,457,637",Trinidad & Tobago,USD,2011,Centrica Resources Limited,"1,457,637"
2011,,Trinidad & Tobago,,Oil & Gas,,,Block 22,,,Petrotin,,10,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Block E,,,BG Trinidad and Tobago Limited (Operator),,,TRUE,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,BG Trinidad and Tobago Limited (Operator),
2011,,Trinidad & Tobago,,Oil & Gas,,,Block E,,,Texaco Trinidad Inc.,,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Texaco Trinidad Inc.,
2011,,Trinidad & Tobago,,Oil & Gas,Oil,,Block Modified U(a),,,EOG Resources Trinidad â€“U(a) Block Limited,,,,2011,"382,532",barrels,,,"77,115,702","77,052,487",Trinidad & Tobago,USD,2011,EOG Resources Trinidad â€“U(a) Block Limited,"77,052,487"
