Source,Source Date,True At,Country,Project Name / concession layer,Project_ID,Commodity Type Overview,Commodity_type,Date of participation data,Company_Name,Company_ID,Share,Is Operator,License_name,License_ID,Government,Organisation_Identifier,Production_volume,Production_unit,Price from EITI Report,Unit,Payment_type,Currency,Payment received by government (US$),Payment by company (US$)
#source,#sourceDate,#trueAt,#country,#project,#project+identifier,#commodity,#commodity+code,#participant+trueAt,#participant+company,#participant+company+identifier,#participant+share,#participant+isOperator,#license,#license+identifier,,,,,,,,,,
,,,Timor Leste,S-06-04 (Block E),,Oil & Gas,Crude Oil,,Petrolifera,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-04 (Block E),,Oil & Gas,Crude Oil,,Korea Gas Corporation,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-05 (Block H),,Oil & Gas,Crude Oil,,Eni (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,S-06-05 (Block H),,Oil & Gas,Crude Oil,,GALP Exploracao Producao,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-05 (Block H),,Oil & Gas,Crude Oil,,Petrolifera,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-05 (Block H),,Oil & Gas,Crude Oil,,Korea Gas Corporation,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-06 (Block K),,Oil & Gas,Crude Oil,,Reliance Exploration & Production (Operator),,,,,,,,Not given,,,,,,"3,563,379","3,563,379"
,,,Timor Leste,S-06-06 (Block K),,Oil & Gas,Crude Oil,,Oil India Limited,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-06 (Block K),,Oil & Gas,Crude Oil,,India Oil Corporation Limited,,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Balata East Shallow Horizons (Petrotrin F),,Oil & Gas,,,Petrotin,,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,Central Block,,Oil & Gas,Oil,,BG Trinidad Central Block Limited (Operator),,,,,,,,"459,536",barrels,,,,,"41,207,099","41,217,374"
,,,Trinidad & Tobago,Central Block,,Oil & Gas,Gas,,Petrotin,,,,,,,,"26,894,843,000",cubic feet,,,,,Not available,Not available
,,,Trinidad & Tobago,Columbus Basin,,Oil & Gas,,,BP Trinidad and Tobago LLC,,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,"Columbus Basin Shallow (Teak, Samaan, Poui)",,Oil & Gas,Oil,,Repsol E&P T&T Limited (Operator and holder of 70% interest),,,,,,,,"4,335,713",barrels,,,,,"197,366,670","197,366,670"
,,,Trinidad & Tobago,"Columbus Basin Shallow (Teak, Samaan, Poui)",,Oil & Gas,Gas,,National Gas Company of Trinidad and Tobago Limited (15%),,,,,,,,"11,127,636,000",cubic feet,,,,,Not available,Not available
,,,Trinidad & Tobago,"Columbus Basin Shallow (Teak, Samaan, Poui)",,Oil & Gas,,,Petrotin (15%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Cory Moruga Block,,Oil & Gas,,,Parex Resources (Trinidad) Ltd (Operator and holder of 50% interest),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Cory Moruga Block,,Oil & Gas,,,Primera Oil and Gas Limited (33.8%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Cory Moruga Block,,Oil & Gas,,,Primera Energy Resources Limited (16.2%),,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Cruse Horizons (Petrotrin A),,Oil & Gas,,,Petrotin,,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,"East Brighton Area, Offshore",,Oil & Gas,,,SOOGL Antilles (Trinidad) Limited (Operator),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,"East Brighton Area, Offshore",,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,"East Brighton Area, Offshore",,Oil & Gas,,,Primera East Brighton Limited,,,,,,,,,,,,,,0,0
,,,Trinidad & Tobago,Fyzabad Block,,Oil & Gas,,,Primera Oil and Gas Limited,,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,Galeota Area,,Oil & Gas,Oil,,Bayfield Energy (Galeota) Limited (Operator),,,,,,,,"423,876",barrels,,,,,"7,119,818","7,124,246"
,,,Trinidad & Tobago,Galeota Area,,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,"Guapo Bay/Brighton Marine Block Trinidad, Offshore (Block B)",,Oil & Gas,,,Venture Production (Trinidad) Limited,,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,"Guapo Bay/Brighton Marine Block Trinidad, Offshore (Block B)",,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Guapo-Oropouche-Brighton Horizons (Petrotrin D),,Oil & Gas,,,Petrotin,,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,Herrera Horizons (Petrotrin C),,Oil & Gas,,,Petrotin,,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,Icacos,,Oil & Gas,,,Primera Oil and Gas Limited,,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,Mayaro-Guayaguayare Block,,Oil & Gas,,,Sonde Resources Corp. (Operator),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Mayaro-Guayaguayare Block,,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,"Mayaro-
 Guayaguayare Horizons (Petrotrin B)",,Oil & Gas,,,Petrotin,,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,Mora Field (Block 44/57),,Oil & Gas,,,Mora Oil Ventures Limited,,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Moruga North,,Oil & Gas,,,Advance Oil Company (Trindad) Limited,,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Moruga West,,Oil & Gas,,,Neal & Massy Energy Resources Limited (Operator and holder of 60% interest),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Moruga West,,Oil & Gas,,,Petrotin (40%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Palo Seco Block,,Oil & Gas,,,Primera Oil and Gas Limited,,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,Parrylands,,Oil & Gas,,,New Horizon Exploration Trinidad and Tobago Limited (Operator and 75% of interest),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Parrylands,,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Pt. Ligoure Block,,Oil & Gas,,,Petrotin (Operator),,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,Pt. Ligoure Block,,Oil & Gas,,,Trinidad Exploration and Development Limited,,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,"Southeast Coast Consortium (SECC) Blocks 1, 2, 3",,Oil & Gas,,,EOG Resources Trinidad Limited (Operator and holder of 80% interest),,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,"Southeast Coast Consortium (SECC) Blocks 1, 2, 3",,Oil & Gas,,,Petrotin (16%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,"Southeast Coast Consortium (SECC) Blocks 1, 2, 3",,Oil & Gas,,,National Gas Company of Trinidad and Tobago Limited (4%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Southeast Coast Consortium (SECC) Pelican Field,,Oil & Gas,,,EOG Resources Trinidad Limited (Operator and holder of 80% interest),,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,Southeast Coast Consortium (SECC) Pelican Field,,Oil & Gas,,,Trinidad and Tobago Marine Petroleum Company Limited (20%),,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Southwest Peninsula Block- Erin Bay,,Oil & Gas,,,Trinidad Exploration and Development Company Unlimited (Operator),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Southwest Peninsula Block- Erin Bay,,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Southwest Peninsula Block- Islote Bay,,Oil & Gas,,,Trinidad Exploration and Development Company Unlimited (Operator),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Southwest Peninsula Block- Islote Bay,,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Southwest Peninsula Block- Onshore,,Oil & Gas,,,Trinidad Exploration and Development Company Unlimited (Operator),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Southwest Peninsula Block- Onshore,,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Southwest Peninsula Onshore Trinidad,,Oil & Gas,,,Trinidad Exploration and Development Limited,,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Tabaquite (Petrotrin E),,Oil & Gas,,,Petrotin,,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,Block 1(a),,Oil & Gas,,,Centrica (Horne & Wren) Limited (Operator and holder of 80% interest),,,,,,,,Not given,,,,,,"637,010","637,130"
,,,Trinidad & Tobago,Block 1(a),,Oil & Gas,,,Petrotin (20%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Block 1(b),,Oil & Gas,,,Venture North Sea Gas Limited (Operator and holder of 80% interest),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Block 1(b),,Oil & Gas,,,Petrotin (20%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Block 2(ab),,Oil & Gas,,,Niko Resources (Trinidad and Tobago) Ltd (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Trinidad & Tobago,Block 2(ab),,Oil & Gas,,,Voyager Energy (Trinidad) Ltd,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Block 2(ab),,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Block 2(ab),,Oil & Gas,,,Centrica Resources (Armada) Limited,,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Block 2(c),,Oil & Gas,Oil,,BHP Billiton (Trinidad-2C) Ltd (Operator and holder of 45% interest),,,,,,,,"3,555,720",barrels,,,,,"123,039,171","123,039,171"
,,,Trinidad & Tobago,Block 2(c),,Oil & Gas,Gas,,Total E&P (Trinidad) B.V. (30%),,,,,,,,"83,293,545,000",cubic feet,,,,,0,0
,,,Trinidad & Tobago,Block 2(c),,Oil & Gas,,,Chaoyang Petroleum (Trinidad) Ltd (25%),,,,,,,,,,,,,,0,0
,,,Trinidad & Tobago,Block 3(a),,Oil & Gas,,,BHP Billiton (Trinidad-3A) Ltd (Operator and holder of 25.5% interest),,,,,,,,Not given,,,,,,"691,964","691,964"
,,,Trinidad & Tobago,Block 3(a),,Oil & Gas,,,Kerr-McGee TT Offshore Petroleum Ltd (25.5%),,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Block 3(a),,Oil & Gas,,,Chaoyang Petroleum (Trinidad) Block 3A Limited (25.5%),,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Block 3(a),,Oil & Gas,,,Petrotin (15%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Block 3(a),,Oil & Gas,,,Total E&P (Trinidad) B.V. (8.5%),,,,,,,,,,,,,,0,0
,,,Trinidad & Tobago,Block 3(b),,Oil & Gas,,,Kerr-McGee TT Offshore Petroleum Ltd (35.5%),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Block 3(b),,Oil & Gas,,,Primera Block 3(b) Limited (25%),,,,,,,,,,,,,,0,0
,,,Trinidad & Tobago,Block 3(b),,Oil & Gas,,,BHP Billiton (25.5%),,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Block 3(b),,Oil & Gas,,,Diamond Energy T&T Ltd (15%),,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Block 4(a),,Oil & Gas,Gas,,EOG Resources Trinidad Block 4(a) Unlimited,,,,,,,,"31,477,000",cubic feet,,,,,"672,213","670,296"
,,,Trinidad & Tobago,Block 4(b),,Oil & Gas,,,Niko Resources (Block 4b Caribbean) Limited,,,,,,,,Not given,,,,,,"7,638,122","7,664,353"
,,,Trinidad & Tobago,"Block 5(a), Offshore",,Oil & Gas,Oil,,BG Trinidad 5(a) Limited (Operator),,,,,,,,"552,304",barrels,,,,,Not given,Not given
,,,Trinidad & Tobago,"Block 5(a), Offshore",,Oil & Gas,Gas,,Texaco Trinidad Inc.,,,,,,,,"66,885,425,000",cubic feet,,,,,Not given,Not given
,,,Trinidad & Tobago,"Block 5(b), Offshore",,Oil & Gas,,,BP Trinidad and Tobago LLC (Operator),,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,"Block 5(b), Offshore",,Oil & Gas,,,Repsol Exploracion Tobago S.A.,,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,"Block 5(c), Offshore",,Oil & Gas,,,BG International Limited (Operator and holder of 30% interest),,,,,,,,Not given,,,,,,"68,705,613","68,779,190"
,,,Trinidad & Tobago,"Block 5(c), Offshore",,Oil & Gas,,,Canadian Superior Energy Inc. (70%),,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,"Block 6 (East Coast, Trinidad)",,Oil & Gas,,,BG Trinidad Inc (Operator),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,"Block 6 (East Coast, Trinidad)",,Oil & Gas,,,Texaco Trinidad Inc.,,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Block 22,,Oil & Gas,,,Centrica Resources Limited (Operator and holder of 90% interest),,,,,,,,Not given,,,,,,"1,456,470","1,457,637"
,,,Trinidad & Tobago,Block 22,,Oil & Gas,,,Petrotin (10%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Block E,,Oil & Gas,,,BG Trinidad and Tobago Limited (Operator),,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,Block E,,Oil & Gas,,,Texaco Trinidad Inc.,,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Block Modified U(a),,Oil & Gas,Oil,,EOG Resources Trinidad äóñU(a) Block Limited,,,,,,,,"382,532",barrels,,,,,"77,115,702","77,052,487"
,,,Trinidad & Tobago,Block Modified U(a),,Oil & Gas,Gas,,,,,,,,,,"36,069,124,000",cubic feet,,,,,0,0
,,,Trinidad & Tobago,Block Modified U(b),,Oil & Gas,Oil,,EOG Resources Trinidad U(b) Block Unlimited,,,,,,,,"47,224",barrels,,,,,"5,912,633","5,907,316"
,,,Trinidad & Tobago,Block Modified U(b),,Oil & Gas,Gas,,,,,,,,,,"10,216,460,000",cubic feet,,,,,0,0
,,,Trinidad & Tobago,Central Range Block- Deep Horizons,,Oil & Gas,,,Parex Resources (Trinidad) Ltd. (Operator),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Central Range Block- Deep Horizons,,Oil & Gas,,,Petro Andina (Trinidad) Ltd (50%),,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Central Range Block- Deep Horizons,,Oil & Gas,,,Voyager Energy (Trinidad) Ltd (30%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Central Range Block- Deep Horizons,,Oil & Gas,,,Petrotin (20%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Central Range Block-Shallow Horizons,,Oil & Gas,,,Parex Resources (Trinidad) Ltd. (Operator),,,,,,,,Not given,,,,,,Not given,Not given
,,,Trinidad & Tobago,Central Range Block-Shallow Horizons,,Oil & Gas,,,Petro Andina (Trinidad) Ltd (50%),,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,Central Range Block-Shallow Horizons,,Oil & Gas,,,Petrotin (35%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Central Range Block-Shallow Horizons,,Oil & Gas,,,Voyager Energy (Trinidad) Ltd (15%),,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Guayaguayare Block- Deep Horizons,,Oil & Gas,,,Niko Resources (Trinidad and Tobago) Ltd (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Trinidad & Tobago,Guayaguayare Block- Deep Horizons,,Oil & Gas,,,Voyager Energy (Trinidad) Ltd,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Guayaguayare Block- Deep Horizons,,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Guayaguayare Block-Shallow Horizons,,Oil & Gas,,,Niko Resources (Trinidad and Tobago) Ltd (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Trinidad & Tobago,Guayaguayare Block-Shallow Horizons,,Oil & Gas,,,Voyager Energy (Trinidad) Ltd,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,Guayaguayare Block-Shallow Horizons,,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,North Coast Marine Area 1 (NCMA 1),,Oil & Gas,,,BG Trinidad and Tobago Limited (Operator and holder of 57% interest),,,,,,,,Not available,,,,,,Not available,Not available
,,,Trinidad & Tobago,North Coast Marine Area 1 (NCMA 1),,Oil & Gas,,,NSGP (Ensign) Limited (21.5%),,,,,,,,,,,,,,0,0
,,,Trinidad & Tobago,North Coast Marine Area 1 (NCMA 1),,Oil & Gas,,,ENI Trinidad and Tobago Limited (21.5%),,,,,,,,,,,,,,"12,568,771","12,568,771"
,,,Trinidad & Tobago,North Coast Marine Area 2 (NCMA 2),,Oil & Gas,,,Niko Resources (NCMA2 Caribbean) Limited (Operator),,,,,,,,Not given,,,,,,"13,933,742","13,983,085"
,,,Trinidad & Tobago,North Coast Marine Area 2 (NCMA 2),,Oil & Gas,,,RWE Dea Trinidad and Tobago GmbH,,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,North Coast Marine Area 2 (NCMA 2),,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,North Coast Marine Area 3 (NCMA 3),,Oil & Gas,,,Niko Resources (NCMA3 Caribbean) Limited (Operator),,,,,,,,Not given,,,,,,"3,642,858","3,709,642"
,,,Trinidad & Tobago,North Coast Marine Area 3 (NCMA 3),,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Trinidad & Tobago,North Coast Marine Area 4 (NCMA 4),,Oil & Gas,,,Centrica North Sea Oil Ltd (Operator),,,,,,,,Not given,,,,,,"6,480,586","6,503,803"
,,,Trinidad & Tobago,North Coast Marine Area 4 (NCMA 4),,Oil & Gas,,,Venture North Sea Oil Limited,,,,,,,,,,,,,,Not given,Not given
,,,Trinidad & Tobago,North Coast Marine Area 4 (NCMA 4),,Oil & Gas,,,Petrotin,,,,,,,,,,,,,,Not available,Not available
,,,Yemen,YLNG,,Gas,LNG,,Yemen Gas Company,,,,,,,,1.87E+11,cubic feet,Not given,,,,"112,270,000","112,270,000"
,,,Yemen,YLNG,,Gas,LNG,,Total,,,,,,,,,,,,,,,
,,,Yemen,YLNG,,Gas,LNG,,Hunt,,,,,,,,,,,,,,,
,,,Yemen,YLNG,,Gas,LNG,,SK Innovation,,,,,,,,,,,,,,,
,,,Yemen,YLNG,,Gas,LNG,,Korea Gas Corporation,,,,,,,,,,,,,,,
,,,Yemen,YLNG,,Gas,LNG,,Hyundai Corporation,,,,,,,,,,,,,,,
,,,Yemen,YLNG,,Gas,LNG,,The General Authority for Social Security and Pensions,,,,,,,,,,,,,,,
,,,Yemen,YLNG,,Gas,LNG,,Yemen Gas Company,,,,,,,,3.09E+11,cubic feet,Not given,,,,"201,261,000","201,001,000"
,,,Yemen,YLNG,,Gas,LNG,,Total,,,,,,,,,,,,,,,
,,,Yemen,YLNG,,Gas,LNG,,Hunt,,,,,,,,,,,,,,,
,,,Yemen,YLNG,,Gas,LNG,,SK Innovation,,,,,,,,,,,,,,,
,,,Yemen,YLNG,,Gas,LNG,,Korea Gas Corporation,,,,,,,,,,,,,,,
,,,Yemen,YLNG,,Gas,LNG,,Hyundai Corporation,,,,,,,,,,,,,,,
,,,Yemen,YLNG,,Gas,LNG,,The General Authority for Social Security and Pensions,,,,,,,,,,,,,,,
,,,Zambia,,,Mining,,,,,,,,,,,,,,,,,,
,,,Zambia,,,Mining,,,,,,,,,,,,,,,,,,
